key,exercise_name,exercise_difficulty,exercise_type,image_name,directions,w_muscles,exercise_equipment
JE,Standing Palms-Up Barbell Behind The Back Wrist Curl,Beginner,Strength,5_2.jpg,"1. Start by standing straight and holding a barbell behind your glutes at arm's length while using a pronated grip (palms will be facing back away from the glutes) and having your hands shoulder width apart from each other.
2. You should be looking straight forward while your feet are shoulder width apart from each other. This is the starting position.
3. While exhaling, slowly elevate the barbell up by curling your wrist in a semi-circular motion towards the ceiling. Note: Your wrist should be the only body part moving for this exercise.
4. Hold the contraction for a second and lower the barbell back down to the starting position while inhaling.
5. Repeat for the recommended amount of repetitions.
6. When finished, lower the barbell down to the squat rack or the floor by bending the knees. Tip: It is easiest to either pick it up from a squat rack or have a partner hand it to you.
Variations: You can also perform this exercise with dumbbells using the same movements as described above. Another option is to use one dumbbell at a time for better isolation.",Forearms,Barbell
ee,Wrist Roller,Beginner,Strength,142_2.jpg,"1. Start by standing straight and holding a barbell behind your glutes at arm's length while using a pronated grip (palms will be facing back away from the glutes) and having your hands shoulder width apart from each other.
2. You should be looking straight forward while your feet are shoulder width apart from each other. This is the starting position.
3. While exhaling, slowly elevate the barbell up by curling your wrist in a semi-circular motion towards the ceiling. Note: Your wrist should be the only body part moving for this exercise.
4. Hold the contraction for a second and lower the barbell back down to the starting position while inhaling.
5. Repeat for the recommended amount of repetitions.
6. When finished, lower the barbell down to the squat rack or the floor by bending the knees. Tip: It is easiest to either pick it up from a squat rack or have a partner hand it to you.
Variations: You can also perform this exercise with dumbbells using the same movements as described above. Another option is to use one dumbbell at a time for better isolation.",Forearms,Wrist Roller
Iu,Seated Good Mornings,Intermediate,Powerlifting,712_2.jpg,"1. Set up a box in a power rack. The pins should be set at an appropriate height. Begin by stepping under the bar and placing it across the back of the shoulders, not on top of your traps. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders.
2. Remove the bar from the rack, creating a tight arch in your lower back. Keep your head facing forward. With your back, shoulders, and core tight, push your knees and butt out and you begin your descent. Sit back with your hips until you are seated on the box. This will be your starting position.
3. Keeping the bar tight, bend forward at the hips as much as possible. If you set the pins to what would be parallel, you not only have a safety if you fail, but know when to stop.
4. Pause just above the pins and reverse the motion until your torso it upright.",Lower Back%Glutes,Barbell
51,Bent Over Two-Dumbbell Row,Beginner,Strength,16_2.jpg,"1. With a dumbbell in each hand (palms facing your torso), bend your knees slightly and bring your torso forward by bending at the waist; as you bend make sure to keep your back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The weights should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position. 
2. While keeping the torso stationary, lift the dumbbells to your side (as you breathe out), keeping the elbows close to the body (do not exert any force with the forearm other than holding the weights). On the top contracted position, squeeze the back muscles and hold for a second. 
3. Slowly lower the weight again to the starting position as you inhale. 
4. Repeat for the recommended amount of repetitions. 
Caution: 

1. This exercise is not recommended for people with back problems. A Low Pulley Row is a better choice for people with back issues. 
2. Ensure perfect form and never round the back as this can promote back injury. 
3. Be cautious with the weight used; in case of doubt, use less weight rather than more. 
Variations: You can perform the same exercise using a low pulley instead with a v-bar or with a barbell. This exercise can also be performed with supinated or neutral grips.",Middle Back%Biceps%Lats%Shoulders,Dumbbell
Ew,Leverage(Hammerstrength) High Row,Beginner,Strength,892_2.jpg,"1. Load an appropriate weight onto the pins and adjust the seat height so that you can just reach the handles above you. Adjust the knee pad to help keep you down. Grasp the handles with a pronated grip. This will be your starting position. 
2. Pull the handles towards your torso, retracting your shoulder blades as you flex the elbow. 
3. Pause at the bottom of the motion, and then slowly return the handles to the starting position. 
4. For multiple repetitions, avoid completely returning the weight to the stops to keep tension on the muscles being worked.",Middle Back%Lats,Leverage Machine
Yj,Man Maker,Intermediate,Strength,4171_1.jpg,"1. Position a pair of light-weight dumbbells in front of you, parallel to each other. Keeping your back flat, bend forward and squat down, grasping the dumbbells. This is your start position. 
2. Initiate the movement by kicking one leg back, then the other so that you’re in the push-up position, holding onto the dumbbells. Your weight should be on your toes and hands. Do a one-arm row for each side, bringing your elbow up as high as you can. 
3. Hop your feet forward and rise up by cleaning the weights, bringing them up to shoulder level, palms facing forward as you hop a second time. Descend into a squat and explosively rise up, then press the weights overhead to full arm extension. 
4. Lower the dumbbells back to your shoulders, then bend over as you squat down to return the weights back to the floor in front of you. Repeat for reps.",Middle Back%Biceps%Triceps,Dumbbell
uM,Reverse Grip Bent-Over Row,Intermediate,Strength,128_3.jpg,"1. Stand erect while holding a barbell with a supinated grip (palms facing up). 
2. Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position. 
3. While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights. On the top contracted position, squeeze the back muscles and hold for a second. 
4. Slowly lower the weight again to the starting position as you inhale. 
5. Repeat for the recommended amount of repetitions. 
Caution: 

1. This exercise is not recommended for people with back problems. A Low Pulley Row is a better choice for people with back issues. 
2. Also, just like with the bent knee dead-lift, if you have a healthy back, ensure perfect form and never slouch the back forward as this can cause back injury. 
3. Be cautious as well with the weight used; in case of doubt, use less weight rather than more. 
Variations: You can perform the same exercise using a pronated (palms facing out) grip or using dumbbells.",Biceps%Lats%Shoulders,Barbell
CS,Cross Body Hammer Curl,Beginner,Strength,236_2.jpg,"1. Stand up straight with a dumbbell in each hand. Your hands should be down at your side with your palms facing in.
2. While keeping your palms facing in and without twisting your arm, curl the dumbbell of the right arm up towards your left shoulder as you exhale. Touch the top of the dumbbell to your shoulder and hold the contraction for a second.
3. Slowly lower the dumbbell along the same path as you inhale and then repeat the same movement for the left arm.
4. Continue alternating in this fashion until the recommended amount of repetitions is performed for each arm.
Variations: You can also perform this exercise in between two pulleys using the end of a rope attachment on each arm.",Biceps%Forearms,Dumbbell
1w,Incline Hammer Curl,Beginner,Strength,882_2.jpg,"1. Seat yourself on an incline bench with a dumbbell in each hand. You should pressed firmly against he back with your feet together. Allow the dumbbells to hang straight down at your side, holding them with a neutral grip. This will be your starting position.
2. Initiate the movement by flexing at the elbow, attempting to keep the upper arm stationary.
3. Continue to the top of the movement and pause, then slowly return to the start position.",Biceps,Dumbell
LW,Ankle On The Knee,Beginner,Stretching,394_2.jpg,"1. From a lying position, bend your knees and keep your feet on the floor. 
2. Place your ankle of one foot on your opposite knee. 
3. Grasp the thigh or knee of the bottom leg and pull both of your legs into the chest. Relax your neck and shoulders. Hold for 10-20 seconds and then switch sides.",Glutes,Body Only
qM,Barbell Glute Bridge,Intermediate,Powerlifting,662_2.jpg,"1. Begin seated on the ground with a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise. Roll the bar so that it is directly above your hips, and lay down flat on the floor. 
2. Begin the movement by driving through with your heels, extending your hips vertically through the bar. Your weight should be supported by your upper back and the heels of your feet. 
3. Extend as far as possible, then reverse the motion to return to the starting position.",Glutes%Calves%Hamstrings,Barbell
vN,Barbell Hip Thrust,Intermediate,Powerlifting,661_2.jpg,"1. Begin seated on the ground with a bench directly behind you. Have a loaded barbell over your legs. Using a fat bar or having a pad on the bar can greatly reduce the discomfort caused by this exercise.
2. Roll the bar so that it is directly above your hips, and lean back against the bench so that your shoulder blades are near the top of it.
3. Begin the movement by driving through your feet, extending your hips vertically through the bar. Your weight should be supported by your shoulder blades and your feet. Extend as far as possible, then reverse the motion to return to the starting position.",Glutes%Calves%Hamstrings,Barbell
Th,Butt Lift (Bridge),Beginner,Strength,99_2.jpg,"1. Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position. 
2. Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second. 
3. Slowly go back to the starting position as you breathe in. 
Variations: You can perform this exercise one leg at a time.",Glutes%Hamstrings,Body Only
QY,Downward Facing Balance,Intermediate,Strength,442_2.jpg,"1. Lie facedown on top of an exercise ball. 
2. While resting on your stomach on the ball, walk your hands forward along the floor and lift your legs, extending your elbows and knees.",Glutes%Abdominals%Hamstrings,Exercise Ball
aH,Flutter Kicks,Beginner,Strength,267_2.jpg,"1. On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge. 
2. Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position. 
3. Start the movement by lifting the left leg higher than the right leg. 
4. Then lower the left leg as you lift the right leg. 
5. Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement. 
Variations: As you get more advanced you can use ankle weights.",Glutes%Hamstrings,Body Only
hS,Glute Bridge Hamstring Walkout,Beginner,Strength,2823_1.jpg,"1. Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground with your feet close to your glutes. This will be your starting position. 
2. Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. At the top of the motion, begin taking short, alternating steps. Continue until your legs are fully extended and your weight is supported on your heels. 
3. Hold the walkout position briefly, and then alternate steps back in to return to the bridge position. Repeat for the desired number of repetitions.",Glutes%Hamstrings,Body Only
AA,Glute Kickback,Beginner,Strength,98_2.jpg,"1. Kneel on the floor or an exercise mat and bend at the waist with your arms extended in front of you (perpendicular to the torso) in order to get into a kneeling push-up position but with the arms spaced at shoulder width. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position. 
2. As you exhale, lift up your right leg until the hamstrings are in line with the back while maintaining the 90-degree angle bend. Contract the glutes throughout this movement and hold the contraction at the top for a second. Tip: At the end of the movement the upper leg should be parallel to the floor while the calf should be perpendicular to it. 
3. Go back to the initial position as you inhale and now repeat with the left leg. 
4. Continue to alternate legs until all of the recommended repetitions have been performed. 
Variations: For this exercise you can also perform all of the repetitions with one leg first and then the other one. Additionally, you can also add ankle weights.",Glutes%Hamstrings,Body Only
s1,Hip Extension with Bands,Beginner,Strength,877_2.jpg,"1. Secure one end of the band to the lower portion of a post and attach the other to one ankle.
2. Facing the attachment point of the band, hold on to the column to stabilize yourself.
3. Keeping your head and your chest up, move the resisted leg back as far as you can while keeping the knee straight.
4.Return the leg to the starting position.",Glutes%Hamstrings,Bands
v9,Hip Lift with Band,Beginner,Powerlifting,738_2.jpg,"1. After choosing a suitable band, lay down in the middle of the rack, after securing the band on either side of you. If your rack doesn't have pegs, the band can be secured using heavy dumbbells or similar objects, just ensure they won't move.
2. Adjust your position so that the band is directly over your hips. Bend your knees and place your feet flat on the floor. Your hands can be on the floor or holding the band in position.
3. Keeping your shoulders on the ground, drive through your heels to raise your hips, pushing into the band as high as you can.
4. Pause at the top of the motion, and return to the starting position.",Glutes%Calves%Hamstrings,Bands
XE,Knee Across The Body,Beginner,Stretching,428_2.jpg,"1. Lie down on the floor with your right leg straight. Bend your left leg and lower it across your body, holding the knee down toward the floor with your right hand. (The knee doesn't need to touch the floor if you're tight.)
2. Place your left arm comfortably beside you and turn your head to the left. Imagine you have a weight tied to your tailbone. let your tailbone fall back toward the floor as your chest reaches in the opposite direction to stretch your lower back. Switch sides.",Glutes%Abductors%Lower Back,Body Only
8N,Kneeling Jump Squat,Expert,Olympic Weightlifting,749_2.jpg,"1. Begin kneeling on the floor with a barbell racked across the back of your shoulders, or you can use your body weight for this exercise. This can be done inside of a power rack to make unracking easier.
2. Sit back with your hips until your glutes touch your feet, keeping your head and chest up.
3. Explode up with your hips, generating enough power to land with your feet flat on the floor.
4. Continue with the squat by driving through your heels and extending the knees to come to a standing position.",Glutes%Calves%Hamstrings%Quadriceps,Barbell
RU,Kneeling Squat,Intermediate,Powerlifting,697_2.jpg,"1. Set the bar to the proper height in a power rack. Kneel behind the bar; it may be beneficial to put a mat down to pad your knees. Slide under the bar, racking it across the back of your shoulders. Your shoulder blades should be retracted and the bar tight across your back. Unrack the weight.
2. With your head looking forward, sit back with your butt until you touch your calves.
3. Reverse the motion, returning the torso to an upright position.",Abdominals%Hamstrings%Lower Back,Barbell
IH,Leg Lift,Beginner,Strength,100_2.jpg,"1. While standing up straight with both feet next to each other at around shoulder width, grab a sturdy surface such as the sides of a squat rack or the top of a chair to brace yourself and keep balance.
2. With or without an ankle weight, lift one leg behind you as if performing a leg curl but standing up while keeping the other leg straight. Breathe out as you perform this movement.
3. Slowly bring the raised leg back to the floor as you breathe in.
4. Repeat for the recommended amount of repetitions.
5. Repeat the movement with the opposite leg.",Glutes%Hamstrings,Body Only
lf,Lying Glute,Expert,Stretching,605_2.jpg,"1. Lie on your back with your partner kneeling beside you.
2. Flex the hip of one leg, raising it off of the floor. Rotate the leg so the foot is over the opposite hip, the lower leg perpendicular to your body. Your partner should hold the knee and ankle in place. This will be your starting position.
3. Attempt to push your leg towards your partner, who should be preventing any actual movement of the leg.
4. After 10-20 seconds, completely relax as your partner gently pushes the ankle and knee towards your chest. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching.",Glutes%Abductors,Body Only
Vx,Neck Bridge Supine,Beginner,Strength,2853_2.jpg,"1. Begin in a supine position on the floor. Bend both knees, placing your feet flat on the ground. This will be your starting position.
2. Initiate the exercise by extending the hips, driving your hips from the floor to perform a glute bridge. As your back comes off of the ground, transition to supporting your weight on your head.
3. Perform this movement slowly, backing off if any serious discomfort is felt. Hold the neck bridge for a period of time, and then carefully return your hips to the floor.",Glutes%Hamstrings,Body Only
Gl,One Knee To Chest,Beginner,Stretching,401_2.jpg,"1. Start off by lying on the floor.
2. Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap.
3. Gently tug that knee toward your nose.
4. Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg.",Glutes%Hamstrings%LowerBack,Body Only
OX,One-Legged Cable Kickback,Intermediate,Strength,101_2.jpg,"1. Hook a leather ankle cuff to a low cable pulley and then attach the cuff to your ankle.
2. Face the weight stack from a distance of about two feet, grasping the steel frame for support.
3. While keeping your knees and hips bent slightly and your abs tight, contract your glutes to slowly ""kick"" the working leg back in a semicircular arc as high as it will comfortably go as you breathe out. Tip: At full extension, squeeze your glutes for a second in order to achieve a peak contraction.
4. Now slowly bring your working leg forward, resisting the pull of the cable until you reach the starting position.
5. Repeat for the recommended amount of repetitions.
6. Switch legs and repeat the movement for the other side.",Glutes%Hamstrings,Cable
TG,Physioball Hip Bridge,Beginner,Strength,1111_2.jpg,"1. Lay on a ball so that your upper back is on the ball with your hips unsupported. Both feet should be flat on the floor, hip width apart or wider. This will be your starting position.
2. Begin by extending the hips using your glutes and hamstrings, raising your hips upward as you bridge.
3. Pause at the top of the motion and return to the starting position.",Glutes%Hamstrings,Exercise Ball
xG,Piriformis-SMR,Intermediate,Stretching,612_2.jpg,"1. Sit with your buttocks on top of a foam roll. Bend your knees, and then cross one leg so that the ankle is over the knee. This will be your starting position.
2. Shift your weight to the side of the crossed leg, rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds, and then switch sides.",Glutes,Foam Ball
0w,Pull Through,Beginner,Strength,707_2.jpg,"1. Begin standing a few feet in front of a low pulley with a rope or handle attached. Face away from the machine, straddling the cable, with your feet set wide apart.
2. Begin the movement by reaching through your legs as far as possible, bending at the hips. Keep your knees slightly bent. Keeping your arms straight, extend through the hip to stand straight up. Avoid pulling upward through the shoulders; all of the motion should originate through the hips.",Glutes%Hamstrings%LowerBack,Cable
b1,Seated Glute,Expert,Stretching,620_2.jpg,"1. In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position.
2. Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso.
3. Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds.",Glutes%Abductors,Body Only
BD,Seated Glute Stretch,Beginner,Stretching,3063_2.jpg,"1. Begin seated on the ground with both legs extended.
2. Bring your right knee up and over your left leg so that your right foot is on the ground. Keep the left leg extended.
3. Hold your right knee with both hands and pull it into your chest. Hold the stretch for 30 seconds.
4. Repeat with the opposite leg.",Glutes%Hamstrings,Body Only
bp,Single Leg Glute Bridge,Beginner,Strength,915_2.jpg,"1. Lay on the floor with your feet flat and knees bent.
2. Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position.
3. Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground.
4. Extend as far as possible, pause and then return to the starting position.",Glutes%Hamstrings,Body Only
b3,Barbell Shrug,Beginner,Strength,97_2.jpg,"1. Stand up straight with your feet at shoulder width as you hold a barbell with both hands in front of you using a pronated grip (palms facing the thighs). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for a better grip. This will be your starting position.
2. Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps.
3. Slowly return to the starting position as you breathe in.
4. Repeat for the recommended amount of repetitions.",Traps,Barbell
Be,Cable Shrugs,Beginner,Strength,133_2.jpg,"1. Grasp a cable bar attachment that is attached to a low pulley with a shoulder width or slightly wider overhand (palms facing down) grip.
2. Stand erect close to the pulley with your arms extended in front of you holding the bar. This will be your starting position.
3. Lift the bar by elevating the shoulders as high as possible as you exhale. Hold the contraction at the top for a second. Tip: The arms should remain extended at all times. Refrain from using the biceps to help lift the bar. Only the shoulders should be moving up and down.
4. Lower the bar back to the original position.
5. Repeat for the recommended amount of repetitions.",Traps,Cable
hR,Clean Shrugs,Beginner,Olympic Weightlifting,673_2.jpg,"1. Begin with a shoulder width, double overhand or hook grip, with the bar hanging at the mid thigh position. Your back should be straight and inclined slightly forward.
2. Shrug your shoulders towards your ears. While this exercise can usually by loaded with heavier weight than a clean, avoid overloading to the point that the execution slows down.",Traps%Forearms%Shoulders,Barbell
pm,Snatch Shrug,Intermediate,Olympic Weightlifting,718_2.jpg,"1. Begin with a wide grip, with the bar hanging at the mid thigh position. You can use a hook or overhand grip. Your back should be straight and inclined slightly forward.
2. Shrug your shoulders towards your ears. While this exercise can usually by loaded with heavier weight than a snatch, avoid overloading to the point that the execution slows down.",Traps%Forearms%Shoulders,Barbell
mn,Upright Cable Row,Intermediate,Strength,71_2.jpg,"1. Grasp a straight bar cable attachment that is attached to a low pulley with a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The bar should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position.
2. Use your side shoulders to lift the cable bar as you exhale. The bar should be close to the body as you move it up. Continue to lift it until it nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the bar, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement.
3. Lower the bar back down slowly to the starting position. Inhale as you perform this portion of the movement.
4. Repeat for the recommended amount of repetitions.
Caution: Be very careful with how much weight you use in this exercise. Too much weight leads to bad form, which in turn can cause shoulder injury. I've seen this too many times so please no jerking, swinging and cheating. Also, if you suffer from shoulder problems, you may want to stay away from upright rows and substitute by some form of lateral raises.",Traps%Shoulders,Cable
lE,Upright Row with Bands,Beginner,Strength,261_2.jpg,"1. To begin, stand on an exercise band so that tension begins at arm's length. Grasp the handles using a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The handles should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position.
2. Use your side shoulders to lift the handles as you exhale. The handles should be close to the body as you move them up. Continue to lift the handles until they nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the handles, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement.
3. Lower the handles back down slowly to the starting position. Inhale as you perform this portion of the movement.
4. Repeat for the recommended amount of repetitions.",Traps%Shoulders,Bands
TE,Smith Machine Upright Row,Beginner,Strength,78_2.jpg,"1. To begin, set the bar on the smith machine to a height that is around the middle of your thighs. Once the correct height is chosen and the bar is loaded, grasp the bar using a pronated (palms forward) grip that is shoulder width apart. You may need some wrist wraps if using a significant amount of weight.
2. Lift the barbell up and fully extend your arms with your back straight. There should be a slight bend at the elbows. This is the starting position.
3. Use your side shoulders to lift the bar as you exhale. The bar should be close to the body as you move it up. Continue to lift it until it nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the bar, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement.
4. Lower the bar back down slowly to the starting position. Inhale as you perform this portion of the movement.
5. Repeat for the recommended amount of repetitions.
Caution: Be very careful with how much weight you use in this exercise. Too much weight leads to bad form, which in turn can cause shoulder injury. I've seen this too many times so please no jerking, swinging and cheating. Also, if you suffer from shoulder problems, you may want to stay away from upright rows and substitute by some form of lateral raises.",Traps%Biceps%MiddleBack%Shoulders,Smith Machine
4N,Chin To Chest Stretch,Beginner,Stretching,467_2.jpg,"1. Get into a seated position on the floor.
2. Place both hands at the rear of your head, fingers interlocked, thumbs pointing down and elbows pointing straight ahead. Slowly pull your head down to your chest. Hold for 20-30 seconds.",Neck%Traps,Body Only
ZU,Isometric Neck (Front/Back),Beginner,Strength,27_1.jpg,"1. With your head and neck in a neutral position (normal position with head erect facing forward), place both of your hands on the front side of your head.
2. Now gently push forward as you contract the neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction. 3.Hold for the recommended number of seconds.
4. Now release the tension slowly.
5. Rest for the recommended amount of time and repeat with your hands placed on the back side of your head.",Neck,Body Only
pX,Isometric Neck Sides,Beginner,Strength,28_2.jpg,"1. With your head and neck in a neutral position (normal position with head erect facing forward), place your left hand on the left side of your head.
2. Now gently push towards the left as you contract the left neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.
3. Hold for the recommended number of seconds.
4. Now release the tension slowly.
5. Rest for the recommended amount of time and repeat with your right hand placed on the right side of your head.",Neck,Body Only
1t,Neck Bridge Prone,Intermediate,Strength,3451_2.jpg,"1. Begin in a prone position on the floor, on your hands and knees.
2. Place your head next to your hands but a few inches nearer your legs, then extend your legs, driving your hips into the air.
3. Transition into supporting your weight on your head by removing your hands from the ground. Perform this movement slowly, backing off if any serious discomfort is felt and avoiding it if you have any pre-existing neck injury.
4. Hold the neck bridge for a period of time, and then carefully return your hands and knees to the floor.",Neck,Body Only
Gr,Side Neck Stretch,Beginner,Stretching,447_2.jpg,"1. Start with your shoulders relaxed, gently tilt your head towards your shoulder.
2. Assist stretch with a gentle pull on the side of the head.",Neck,Body Only
l2,Neck-SMR,Intermediate,Stretching,628_2.jpg,"1. Using a muscle roller or a rolling pin, place the roller behind your head and against your neck. Make sure that you do not place the roller directly against the spine, but turned slightly so that the roller is pressed against the muscles to either side of the spine. This will be your starting position.
2. Starting at the top of your neck, slowly roll down the muscles of your neck, pausing at points of tension for 10-30 seconds.",Neck,Other
X0,Clam,Beginner,Strength,2843_2.jpg,"1. Begin by lying on your side on the ground. Support your head on your left arm. Flex the hips to 45 degrees and the knees to approximately 90 degrees, with your right leg directly on top of your left. This will be your starting position.
2. Initiate the exercise by abducting your right leg, pushing your knee away from the midline of your body. Maintain contact between your feet throughout the movement.
3. Pause at the top of the motion, and then return to the starting position. Repeat for the desired number of repetitions. Do both sides.
",Abductors,Body Only
dn,Standing Hip Circles,Beginner,Stretching,873_2.jpg,"1. Begin standing on one leg, holding to a vertical support.
2. Raise the unsupported knee to 90 degrees. This will be your starting position.
3. Open the hip as far as possible, attempting to make a big circle with your knee.
4. Perform this movement slowly for a number of repetitions, and repeat on the other side.",Abductors%Adductors,Body Only
m9,lliotibial Tract-SMR,Intermediate,Stretching,594_2.jpg,"1. Lay on your side, with the bottom leg placed onto a foam roller between the hip and the knee. The other leg can be crossed in front of you.
2. Place as much of your weight as is tolerable onto your bottom leg; there is no need to keep your bottom leg in contact with the ground. Be sure to relax the muscles of the leg you are stretching.
3. Roll your leg over the foam from you hip to your knee, pausing for 10-30 seconds at points of tension. Repeat with the opposite leg.",Abductors%Adductors,Foam Roll
bm,Windmills,Intermediate,Stretching,631_2.jpg,"1. Lie on your back with your arms extended out to the sides and your legs straight. This will be your starting position.
2. Lift one leg and quickly cross it over your body, attempting to touch the ground near the opposite hand.
3. Return to the starting position, and repeat with the opposite leg. Continue to alternate for 10-20 repetitions.",Abductors%Glutes%Hamstrings%LowerBack,Body Only
ra,Thigh Abductor,Beginner,Strength,154_2.jpg,"1. To begin, sit down on the abductor machine and select a weight you are comfortable with. When your legs are positioned properly, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position.
2. Slowly press against the machine with your legs to move them away from each other while exhaling.
3. Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary to prevent any injuries from occurring.
4. Repeat for the recommended amount of repetitions.",Glutes,Machine
gx,Thigh Adductor,Beginner,Strength,153_1.jpg,"1. To begin, sit down on the adductor machine and select a weight you are comfortable with. When your legs are positioned properly on the leg pads of the machine, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position.
2. Slowly press against the machine with your legs to move them towards each other while exhaling.
3. Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary and avoid fast jerking motions in order to prevent any injuries from occurring.
4. Repeat for the recommended amount of repetitions.",Adductors%Glutes%Hamstrings,Machine
cJ,Groiners,Intermediate,Stretching,592_2.jpg,"1. Begin in a pushup position on the floor. This will be your starting position.
2. Using both legs, jump forward landing with your feet next to your hands. Keep your head up as you do so.
3. Return to the starting position and immediately repeat the movement, continuing for 10-20 repetitions.",Adductors,Body Only
Dw,Band Hip Adductions,Beginner,Strength,850_1.jpg,"1. Anchor a band around a solid post or other object.
2. Stand with your left side to the post, and put your right foot through the band, getting it around the ankle.
3. Stand up straight and hold onto the post if needed. This will be your starting position.
4. Keeping the knee straight, raise your right legs out to the side as far as you can.
5. Return to the starting position and repeat for the desired rep count.
6. Switch sides.",Adductors,Bands
PX,Side Leg Raises,Beginner,Stretching,635_2.jpg,"1. Stand next to a chair, which you may hold onto as a support. Stand on one leg. This will be your starting position.
2. Keeping your leg straight, raise it as far out to the side as possible, and swing it back down, allowing it to cross the opposite leg.
3. Repeat this swinging motion 5-10 times, increasing the range of motion as you do so.",Adductors,Body Only
Tt,Groin and Back Stretch,Intermediate,Stretching,591_2.jpg,"1. Sit on the floor with your knees bent and feet together.
2. Interlock your fingers behind your head. This will be your starting position.
3. Curl downwards, bringing your elbows to the inside of your thighs. After a brief pause, return to the starting position with your head up and your back straight. Repeat for 10-20 repetitions.",Adductors,Body Only
YS,Lateral Bound,Beginner,Plyometrics,794_4.jpg,"1. Assume a half squat position facing 90 degrees from your direction of travel. This will be your starting position.
2. Allow your lead leg to do a countermovement inward as you shift your weight to the outside leg.
3. Immediately push off and extend, attempting to bound to the side as far as possible.
4. Upon landing, immediately push off in the opposite direction, returning to your original start position.
5. Continue back and forth for several repetitions.",Adductors%Abductors%Calves%Glutes%Hamstrings%Quadriceps,Body Only
vV,Lateral Box Jump,Beginner,Plyometrics,795_4.jpg,"1. Assume a comfortable standing position, with a short box positioned next to you. This will be your starting position.
2. Quickly dip into a quarter squat to initiate the stretch reflex, and immediately reverse direction to jump up and to the side.
3. Bring your knees high enough to ensure your feet have good clearance over the box.
4. Land on the center of the box, using your legs to absorb the impact.
5. Carefully jump down to the other side of the box, and continue going back and forth for several repetitions.",Adductors%Abductors%Calves%Glutes%Hamstrings%Quadriceps,Other
